,temperature,wind,time
2016-04-07 10:00:00,7.2,4.3,2:51 PM
2016-04-07 11:00:00,6.7,3.9,3:51 PM
2016-04-07 12:00:00,7.8,6.2,4:51 PM
2016-04-07 13:00:00,8.0,5.8,5:51 PM
2016-04-07 14:00:00,7.8,5.8,6:51 PM
2016-04-07 15:00:00,7.2,4.0,7:51 PM
2016-04-07 16:00:00,6.7,5.3,8:51 PM
2016-04-07 17:00:00,6.1,5.2,9:51 PM
2016-04-07 18:00:00,6.1,-6.7,10:51 PM
2016-04-07 19:00:00,5.0,-6.1,11:51 PM
2016-04-07 20:00:00,4.4,2.6,12:51 AM
2016-04-07 21:00:00,3.9,2.0,1:51 AM
2016-04-07 22:00:00,3.9,2.6,2:51 AM
2016-04-07 23:00:00,3.3,2.0,3:51 AM
2016-04-08 00:00:00,3.3,2.0,5:51 AM
2016-04-08 01:00:00,3.3,1.3,6:51 AM
2016-04-08 02:00:00,4.4,1.7,7:51 AM
2016-04-08 03:00:00,5.6,3.2,8:51 AM
2016-04-08 04:00:00,5.6,2.3,9:51 AM
2016-04-08 05:00:00,5.6,3.2,10:51 AM
2016-04-08 06:00:00,6.1,3.2,11:51 AM
2016-04-08 07:00:00,3.9,2.0,12:51 PM
2016-04-08 08:00:00,3.3,-6.9,1:51 PM
2016-04-08 09:00:00,3.3,0.0,2:51 PM
2016-04-08 10:00:00,3.3,0.4,3:51 PM
2016-04-08 11:00:00,3.3,1.3,4:51 PM
2016-04-08 12:00:00,3.9,0.8,5:51 PM
2016-04-08 13:00:00,4.4,1.4,6:51 PM
2016-04-08 14:00:00,5.0,2.5,7:51 PM
2016-04-08 15:00:00,5.6,4.6,8:51 PM
2016-04-08 16:00:00,5.6,2.8,9:51 PM
2016-04-08 17:00:00,4.4,3.2,10:51 PM
2016-04-08 18:00:00,3.3,-0.3,11:51 PM
2016-04-08 19:00:00,2.2,-0.9,12:51 AM
2016-04-08 20:00:00,1.7,-1.5,1:51 AM
2016-04-08 21:00:00,1.1,-12.2,2:51 AM
2016-04-08 22:00:00,0.6,-10.0,3:51 AM
2016-04-08 23:00:00,0.0,-1.8,4:51 AM
2016-04-09 00:00:00,0.0,-1.8,5:51 AM
2016-04-09 01:00:00,-0.6,-4.3,6:51 AM
2016-04-09 02:00:00,0.0,-1.8,7:51 AM
2016-04-09 03:00:00,0.6,-2.8,8:51 AM
2016-04-09 04:00:00,2.2,0.7,9:51 AM
2016-04-09 05:00:00,4.4,2.6,10:51 AM
2016-04-09 06:00:00,5.6,4.0,11:51 AM
2016-04-09 07:00:00,6.7,5.8,12:51 PM
2016-04-09 08:00:00,7.8,6.6,1:51 PM
2016-04-09 09:00:00,8.9,-10.0,2:51 PM
2016-04-09 10:00:00,9.4,-9.4,3:51 PM
2016-04-09 11:00:00,9.4,-11.1,4:51 PM
2016-04-09 12:00:00,8.3,-5.0,5:51 PM
2016-04-09 13:00:00,7.2,5.9,6:51 PM
2016-04-09 14:00:00,6.7,5.8,7:51 PM
2016-04-09 15:00:00,8.3,-9.4,8:51 PM
2016-04-09 16:00:00,8.3,-8.3,9:51 PM
2016-04-09 17:00:00,7.8,6.2,10:51 PM
2016-04-09 18:00:00,6.7,4.5,11:51 PM
2016-04-09 19:00:00,6.1,-2.2,12:51 AM
2016-04-09 20:00:00,6.7,5.8,1:51 AM
2016-04-09 21:00:00,6.7,3.9,2:51 AM
2016-04-09 22:00:00,6.7,3.4,3:51 AM
2016-04-09 23:00:00,7.2,5.5,4:51 AM
2016-04-10 00:00:00,7.2,5.1,5:51 AM
2016-04-10 01:00:00,7.8,5.8,6:51 AM
2016-04-10 02:00:00,7.8,5.8,7:00 AM
2016-04-10 03:00:00,9.4,1.7,8:51 AM
2016-04-10 04:00:00,10.0,1.7,9:51 AM
2016-04-10 05:00:00,11.1,1.7,10:51 AM
2016-04-10 06:00:00,12.8,1.1,11:51 AM
2016-04-10 07:00:00,16.1,1.1,12:51 PM
2016-04-10 08:00:00,16.1,0.0,1:51 PM
2016-04-10 09:00:00,16.1,3.9,2:51 PM
2016-04-10 10:00:00,16.7,3.9,3:51 PM
2016-04-10 11:00:00,15.6,3.9,4:51 PM
2016-04-10 12:00:00,14.4,5.0,5:51 PM
2016-04-10 13:00:00,12.8,7.2,6:51 PM
2016-04-10 14:00:00,12.8,7.2,7:51 PM
2016-04-10 15:00:00,13.9,6.7,8:51 PM
2016-04-10 16:00:00,13.3,6.7,9:51 PM
2016-04-10 17:00:00,12.8,7.2,10:51 PM
2016-04-10 18:00:00,12.8,7.2,11:51 PM
2016-04-10 19:00:00,12.8,7.8,12:51 AM
2016-04-10 20:00:00,11.7,7.2,1:51 AM
2016-04-10 21:00:00,11.7,7.2,2:51 AM
2016-04-10 22:00:00,12.2,7.8,3:51 AM
2016-04-10 23:00:00,12.8,8.3,4:51 AM
2016-04-11 00:00:00,13.9,10.0,5:51 AM
2016-04-11 01:00:00,13.3,10.0,6:51 AM
2016-04-11 02:00:00,13.3,10.6,7:51 AM
2016-04-11 03:00:00,13.3,11.7,8:51 AM
2016-04-11 04:00:00,13.9,12.2,9:51 AM
2016-04-11 05:00:00,8.3,3.9,10:51 AM
2016-04-11 06:00:00,7.2,5.5,11:51 AM
2016-04-11 07:00:00,7.8,6.6,12:51 PM
2016-04-11 08:00:00,8.9,1.1,1:51 PM
2016-04-11 09:00:00,12.8,1.7,2:51 PM
2016-04-11 10:00:00,13.9,-1.7,3:51 PM
2016-04-11 11:00:00,13.9,-3.3,4:51 PM
2016-04-11 12:00:00,13.9,-3.3,5:51 PM
2016-04-11 13:00:00,12.2,-5.0,6:51 PM
2016-04-11 14:00:00,11.1,-6.7,7:51 PM
2016-04-11 15:00:00,9.0,-6.0,8:51 PM
2016-04-11 16:00:00,8.3,-1.1,9:51 PM
2016-04-11 17:00:00,7.8,6.2,10:51 PM
2016-04-11 18:00:00,7.8,6.2,11:51 PM
2016-04-11 19:00:00,7.2,5.5,12:51 AM
2016-04-11 20:00:00,6.7,5.3,1:51 AM
2016-04-11 21:00:00,6.1,4.6,2:51 AM
2016-04-11 22:00:00,5.6,-5.0,3:51 AM
2016-04-11 23:00:00,5.0,2.8,4:51 AM
2016-04-12 00:00:00,4.4,3.2,5:51 AM
2016-04-12 01:00:00,4.4,2.6,6:51 AM
2016-04-12 02:00:00,5.6,4.0,7:51 AM
2016-04-12 03:00:00,6.7,4.2,8:51 AM
2016-04-12 04:00:00,7.2,3.6,9:51 AM
2016-04-12 05:00:00,9.4,-3.9,10:51 AM
2016-04-12 06:00:00,10.0,-3.9,11:51 AM
2016-04-12 07:00:00,11.1,-4.4,12:51 PM
2016-04-12 08:00:00,12.2,-4.4,1:51 PM
2016-04-12 09:00:00,12.2,-5.0,2:51 PM
2016-04-12 10:00:00,12.8,-5.6,3:51 PM
2016-04-12 11:00:00,13.9,-5.6,4:51 PM
2016-04-12 12:00:00,13.3,-5.6,5:51 PM
2016-04-12 13:00:00,11.7,-3.3,6:51 PM
2016-04-12 14:00:00,10.0,-3.3,7:51 PM
2016-04-12 15:00:00,8.3,0.0,10:51 PM
2016-04-12 16:00:00,8.3,1.1,11:51 PM
2016-04-12 17:00:00,7.8,7.1,12:51 AM
2016-04-12 18:00:00,7.8,7.1,1:51 AM
2016-04-12 19:00:00,7.2,-1.1,2:51 AM
2016-04-12 20:00:00,7.2,6.4,3:51 AM
2016-04-12 21:00:00,7.2,5.5,4:51 AM
2016-04-12 22:00:00,7.2,4.8,5:51 AM
2016-04-12 23:00:00,7.0,4.0,6:51 AM
2016-04-13 00:00:00,7.2,4.3,7:51 AM
2016-04-13 01:00:00,8.3,0.6,8:51 AM
2016-04-13 02:00:00,8.9,-2.8,9:51 AM
2016-04-13 03:00:00,10.6,-3.9,10:51 AM
2016-04-13 04:00:00,12.2,-3.9,11:51 AM
2016-04-13 05:00:00,13.9,-4.4,12:51 PM
2016-04-13 06:00:00,15.6,-3.9,1:51 PM
2016-04-13 07:00:00,15.6,-6.7,2:51 PM
2016-04-13 08:00:00,16.1,-7.8,3:51 PM
2016-04-13 09:00:00,16.7,-6.7,4:51 PM
2016-04-13 10:00:00,13.9,-1.1,5:51 PM
2016-04-13 11:00:00,12.2,-2.2,6:51 PM
2016-04-13 12:00:00,10.0,0.0,7:51 PM
2016-04-13 13:00:00,8.9,0.0,8:51 PM
2016-04-13 14:00:00,8.3,-0.6,9:51 PM
2016-04-13 15:00:00,7.8,5.8,10:51 PM
2016-04-13 16:00:00,7.2,0.0,11:51 PM
2016-04-13 17:00:00,7.2,5.9,12:51 AM
2016-04-13 18:00:00,7.8,-1.1,1:51 AM
2016-04-13 19:00:00,7.2,6.4,2:51 AM
2016-04-13 20:00:00,7.2,6.4,3:51 AM
2016-04-13 21:00:00,6.7,1.7,4:51 AM
2016-04-13 22:00:00,6.1,5.2,5:51 AM
2016-04-13 23:00:00,6.7,1.7,6:51 AM
2016-04-14 00:00:00,8.3,1.7,7:51 AM
2016-04-14 01:00:00,10.0,0.0,8:51 AM
2016-04-14 02:00:00,11.1,-1.1,9:51 AM
2016-04-14 03:00:00,11.7,-5.0,10:51 AM
2016-04-14 04:00:00,13.9,-7.8,11:51 AM
2016-04-14 05:00:00,13.9,-10.0,12:51 PM
2016-04-14 06:00:00,15.6,-7.2,1:51 PM
2016-04-14 07:00:00,16.7,-6.1,2:51 PM
2016-04-14 08:00:00,17.8,-5.6,3:51 PM
2016-04-14 09:00:00,17.2,-8.3,4:51 PM
2016-04-14 10:00:00,16.7,-4.4,5:51 PM
2016-04-14 11:00:00,15.0,-3.3,6:51 PM
2016-04-14 12:00:00,13.3,-2.8,7:51 PM
2016-04-14 13:00:00,9.4,0.6,8:51 PM
2016-04-14 14:00:00,8.9,0.6,9:51 PM
2016-04-14 15:00:00,8.3,1.7,11:51 PM
2016-04-14 16:00:00,8.3,1.7,12:51 AM
2016-04-14 17:00:00,8.3,1.7,1:51 AM
2016-04-14 18:00:00,8.3,1.1,2:51 AM
2016-04-14 19:00:00,7.8,7.1,3:51 AM
2016-04-14 20:00:00,7.2,6.4,4:51 AM
2016-04-14 21:00:00,6.7,4.9,5:51 AM
2016-04-14 22:00:00,7.2,5.9,6:51 AM
2016-04-14 23:00:00,8.9,-1.1,7:51 AM
2016-04-15 00:00:00,10.6,-6.7,8:51 AM
2016-04-15 01:00:00,11.7,-10.0,9:51 AM
2016-04-15 02:00:00,13.3,-8.3,10:51 AM
2016-04-15 03:00:00,14.4,-8.3,11:51 AM
2016-04-15 04:00:00,16.1,-8.9,12:51 PM
2016-04-15 05:00:00,17.8,-8.9,1:51 PM
2016-04-15 06:00:00,18.9,-7.2,2:51 PM
2016-04-15 07:00:00,17.8,-8.9,3:51 PM
2016-04-15 08:00:00,18.9,-7.8,4:51 PM
2016-04-15 09:00:00,17.2,-7.2,5:51 PM
2016-04-15 10:00:00,16.7,-8.3,6:51 PM
2016-04-15 11:00:00,11.7,-1.7,7:51 PM
2016-04-15 12:00:00,10.6,0.0,8:51 PM
2016-04-15 13:00:00,9.4,1.7,9:51 PM
2016-04-15 14:00:00,8.9,1.7,10:51 PM
2016-04-15 15:00:00,8.3,1.7,11:51 PM
2016-04-15 16:00:00,8.3,1.1,12:51 AM
2016-04-15 17:00:00,8.3,2.2,1:51 AM
2016-04-15 18:00:00,8.3,2.2,2:51 AM
2016-04-15 19:00:00,7.2,5.9,3:51 AM
2016-04-15 20:00:00,7.8,7.1,4:51 AM
2016-04-15 21:00:00,7.2,2.2,5:51 AM
2016-04-15 22:00:00,7.8,1.7,6:51 AM
2016-04-15 23:00:00,9.4,1.1,7:51 AM
2016-04-16 00:00:00,11.7,-1.1,8:51 AM
2016-04-16 01:00:00,13.3,-1.1,9:51 AM
2016-04-16 02:00:00,15.6,-3.3,10:51 AM
2016-04-16 03:00:00,17.8,-3.9,11:51 AM
2016-04-16 04:00:00,18.3,-4.4,12:51 PM
2016-04-16 05:00:00,20.0,-5.0,1:51 PM
2016-04-16 06:00:00,21.7,-5.6,2:51 PM
2016-04-16 07:00:00,22.8,-4.4,3:51 PM
2016-04-16 08:00:00,23.3,-3.9,4:51 PM
2016-04-16 09:00:00,20.6,-2.8,5:51 PM
2016-04-16 10:00:00,18.9,-1.7,6:51 PM
2016-04-16 11:00:00,16.1,-0.6,7:51 PM
2016-04-16 12:00:00,14.4,-1.1,8:51 PM
2016-04-16 13:00:00,13.3,-0.6,9:51 PM
2016-04-16 14:00:00,12.8,0.6,10:51 PM
2016-04-16 15:00:00,12.2,1.1,11:51 PM
2016-04-16 16:00:00,11.1,1.7,12:51 AM
2016-04-16 17:00:00,11.1,1.1,1:51 AM
2016-04-16 18:00:00,11.7,1.1,2:51 AM
2016-04-16 19:00:00,11.1,1.1,3:51 AM
2016-04-16 20:00:00,10.6,1.7,4:51 AM
2016-04-16 21:00:00,11.1,1.1,5:51 AM
2016-04-16 22:00:00,11.1,1.1,6:51 AM
2016-04-16 23:00:00,15.0,1.1,7:51 AM
2016-04-17 00:00:00,18.3,0.0,8:51 AM
2016-04-17 01:00:00,20.0,-2.2,9:51 AM
2016-04-17 02:00:00,22.2,-2.8,10:51 AM
2016-04-17 03:00:00,23.3,-2.2,11:51 AM
2016-04-17 04:00:00,25.6,-1.7,12:51 PM
2016-04-17 05:00:00,25.6,-3.3,1:51 PM
2016-04-17 06:00:00,27.2,-2.8,2:51 PM
2016-04-17 07:00:00,27.2,-3.3,3:51 PM
2016-04-17 08:00:00,25.0,-1.1,4:51 PM
2016-04-17 09:00:00,23.9,-0.6,5:51 PM
2016-04-17 10:00:00,21.7,-2.8,6:51 PM
2016-04-17 11:00:00,18.9,-1.1,7:51 PM
2016-04-17 12:00:00,17.8,-0.6,8:51 PM
2016-04-17 13:00:00,18.3,-1.7,9:51 PM
2016-04-17 14:00:00,18.3,-1.1,10:51 PM
2016-04-17 15:00:00,18.3,-3.3,11:51 PM
2016-04-17 16:00:00,17.8,-2.2,12:51 AM
2016-04-17 17:00:00,17.8,-2.8,1:51 AM
2016-04-17 18:00:00,16.7,-1.7,2:51 AM
2016-04-17 19:00:00,16.1,-0.6,3:51 AM
2016-04-17 20:00:00,17.2,-0.6,4:51 AM
2016-04-17 21:00:00,18.3,-1.1,5:51 AM
2016-04-17 22:00:00,17.8,0.0,6:51 AM
2016-04-17 23:00:00,17.8,0.0,7:00 AM
2016-04-18 00:00:00,18.9,4.4,8:51 AM
2016-04-18 01:00:00,20.0,5.0,10:51 AM
2016-04-18 02:00:00,21.1,4.4,11:51 AM
2016-04-18 03:00:00,21.7,5.0,12:51 PM
2016-04-18 04:00:00,21.1,4.4,1:51 PM
2016-04-18 05:00:00,21.1,3.3,2:51 PM
2016-04-18 06:00:00,21.7,2.2,3:51 PM
2016-04-18 07:00:00,21.1,-7.2,4:51 PM
2016-04-18 08:00:00,20.6,-7.2,5:51 PM
2016-04-18 09:00:00,19.4,-6.1,6:51 PM
2016-04-18 10:00:00,18.3,-5.0,7:51 PM
2016-04-18 11:00:00,17.2,-8.3,8:51 PM
2016-04-18 12:00:00,16.1,-8.3,9:51 PM
2016-04-18 13:00:00,15.0,-4.4,10:51 PM
2016-04-18 14:00:00,13.9,-3.9,11:51 PM
2016-04-18 15:00:00,12.8,-3.9,12:51 AM
2016-04-18 16:00:00,11.7,-3.9,1:51 AM
2016-04-18 17:00:00,11.7,-5.0,2:51 AM
2016-04-18 18:00:00,11.1,-4.4,3:51 AM
2016-04-18 19:00:00,10.6,-4.4,4:51 AM
2016-04-18 20:00:00,10.0,-4.4,5:51 AM
2016-04-18 21:00:00,10.0,-3.9,6:51 AM
2016-04-18 22:00:00,10.5,-3.9,7:51 AM
2016-04-18 23:00:00,12.2,-5.0,8:51 AM
2016-04-19 00:00:00,13.9,-5.0,9:51 AM
2016-04-19 01:00:00,15.0,-7.2,10:51 AM
2016-04-19 02:00:00,16.7,-7.8,11:51 AM
2016-04-19 03:00:00,17.8,-8.9,12:51 PM
2016-04-19 04:00:00,18.9,-10.0,1:51 PM
2016-04-19 05:00:00,18.9,-12.8,2:51 PM
2016-04-19 06:00:00,19.4,-13.3,3:51 PM
2016-04-19 07:00:00,20.0,-12.8,4:51 PM
2016-04-19 08:00:00,19.4,-14.4,5:51 PM
2016-04-19 09:00:00,16.1,-1.1,6:51 PM
2016-04-19 10:00:00,13.9,-3.9,7:51 PM
2016-04-19 11:00:00,13.3,-3.9,8:51 PM
2016-04-19 12:00:00,13.9,-4.4,9:51 PM
2016-04-19 13:00:00,13.9,-2.8,10:51 PM
2016-04-19 14:00:00,12.2,-2.8,11:51 PM
2016-04-19 15:00:00,11.7,-5.0,12:51 AM
2016-04-19 16:00:00,11.1,-5.0,1:51 AM
2016-04-19 17:00:00,11.1,-3.3,2:51 AM
2016-04-19 18:00:00,10.0,-1.1,3:51 AM
2016-04-19 19:00:00,9.4,-0.6,4:51 AM
2016-04-19 20:00:00,10.0,0.6,5:51 AM
2016-04-19 21:00:00,10.0,0.0,6:51 AM
2016-04-19 22:00:00,10.6,0.6,7:51 AM
2016-04-19 23:00:00,12.2,1.1,8:51 AM
2016-04-20 00:00:00,13.9,0.0,9:51 AM
2016-04-20 01:00:00,16.7,-1.1,10:51 AM
2016-04-20 02:00:00,18.3,-0.6,11:51 AM
2016-04-20 03:00:00,20.6,-1.7,12:51 PM
2016-04-20 04:00:00,20.0,1.1,1:51 PM
2016-04-20 05:00:00,21.1,2.2,2:51 PM
2016-04-20 06:00:00,21.7,2.2,3:51 PM
2016-04-20 07:00:00,21.7,3.9,4:51 PM
2016-04-20 08:00:00,21.1,6.1,5:51 PM
2016-04-20 09:00:00,20.6,7.8,6:51 PM
2016-04-20 10:00:00,21.1,7.8,7:51 PM
2016-04-20 11:00:00,20.6,7.8,8:51 PM
2016-04-20 12:00:00,20.6,8.3,9:51 PM
2016-04-20 13:00:00,20.0,7.2,10:51 PM
2016-04-20 14:00:00,19.4,6.7,11:51 PM
2016-04-20 15:00:00,18.9,7.8,12:51 AM
2016-04-20 16:00:00,18.9,8.3,1:51 AM
2016-04-20 17:00:00,18.9,8.3,2:51 AM
2016-04-20 18:00:00,18.3,8.9,3:51 AM
2016-04-20 19:00:00,18.3,8.9,4:51 AM
2016-04-20 20:00:00,17.2,9.4,5:51 AM
2016-04-20 21:00:00,17.2,11.1,6:51 AM
2016-04-20 22:00:00,18.3,12.2,7:51 AM
2016-04-20 23:00:00,19.4,12.8,8:51 AM
2016-04-21 00:00:00,20.6,12.8,9:51 AM
2016-04-21 01:00:00,22.2,12.8,10:51 AM
2016-04-21 02:00:00,24.4,12.8,11:51 AM
2016-04-21 03:00:00,25.0,12.8,12:51 PM
2016-04-21 04:00:00,25.6,12.2,1:51 PM
2016-04-21 05:00:00,25.0,12.8,2:51 PM
2016-04-21 06:00:00,25.0,12.2,3:51 PM
2016-04-21 07:00:00,25.0,12.2,4:51 PM
2016-04-21 08:00:00,24.4,12.2,5:51 PM
2016-04-21 09:00:00,24.4,11.1,6:51 PM
2016-04-21 10:00:00,23.3,12.8,7:51 PM
2016-04-21 11:00:00,23.3,12.2,8:51 PM
2016-04-21 12:00:00,22.2,12.8,9:51 PM
2016-04-21 13:00:00,21.7,12.8,10:51 PM
2016-04-21 14:00:00,21.7,12.2,11:51 PM
2016-04-21 15:00:00,19.4,13.3,12:51 AM
2016-04-21 16:00:00,17.8,15.6,1:51 AM
2016-04-21 17:00:00,17.8,15.6,2:51 AM
2016-04-21 18:00:00,17.8,15.6,3:04 AM
2016-04-21 19:00:00,17.2,15.6,4:51 AM
2016-04-21 20:00:00,17.2,15.6,5:38 AM
2016-04-21 21:00:00,16.7,15.0,6:18 AM
2016-04-21 22:00:00,16.1,13.9,7:51 AM
2016-04-21 23:00:00,16.1,13.9,8:51 AM
2016-04-22 00:00:00,16.1,12.8,9:51 AM
2016-04-22 01:00:00,16.1,11.7,10:51 AM
2016-04-22 02:00:00,17.8,10.0,11:51 AM
2016-04-22 03:00:00,18.3,9.4,12:51 PM
2016-04-22 04:00:00,18.9,7.8,1:51 PM
2016-04-22 05:00:00,21.1,7.8,2:51 PM
2016-04-22 06:00:00,20.6,7.2,3:51 PM
2016-04-22 07:00:00,19.4,6.1,4:51 PM
2016-04-22 08:00:00,20.0,4.4,5:51 PM
2016-04-22 09:00:00,18.3,3.9,6:51 PM
2016-04-22 10:00:00,16.7,2.8,7:51 PM
2016-04-22 11:00:00,16.1,2.2,8:51 PM
2016-04-22 12:00:00,15.0,2.2,9:51 PM
2016-04-22 13:00:00,14.4,-0.6,10:51 PM
2016-04-22 14:00:00,13.9,-1.7,11:51 PM
2016-04-22 15:00:00,12.8,-2.8,12:51 AM
2016-04-22 16:00:00,11.7,-4.4,1:51 AM
2016-04-22 17:00:00,10.6,-6.1,2:51 AM
2016-04-22 18:00:00,10.0,-6.1,3:51 AM
2016-04-22 19:00:00,9.4,-5.6,4:51 AM
2016-04-22 20:00:00,8.3,-6.7,5:51 AM
2016-04-22 21:00:00,8.9,-6.1,6:51 AM
2016-04-22 22:00:00,8.9,-6.7,7:51 AM
2016-04-22 23:00:00,10.0,-7.2,8:51 AM
2016-04-23 00:00:00,11.1,-7.2,9:51 AM
2016-04-23 01:00:00,12.8,-7.8,10:51 AM
2016-04-23 02:00:00,14.4,-8.3,11:51 AM
2016-04-23 03:00:00,16.1,-7.2,12:51 PM
2016-04-23 04:00:00,16.7,-8.3,1:51 PM
2016-04-23 05:00:00,18.9,-7.2,2:51 PM
2016-04-23 06:00:00,18.9,-7.8,3:51 PM
2016-04-23 07:00:00,20.0,-5.0,4:51 PM
2016-04-23 08:00:00,17.2,-2.8,5:51 PM
2016-04-23 09:00:00,14.4,-2.2,6:51 PM
2016-04-23 10:00:00,12.8,-1.7,7:51 PM
2016-04-23 11:00:00,12.2,0.6,8:51 PM
2016-04-23 12:00:00,11.7,3.3,9:51 PM
2016-04-23 13:00:00,11.1,3.9,10:51 PM
2016-04-23 14:00:00,11.1,5.0,11:51 PM
2016-04-23 15:00:00,10.6,5.0,12:51 AM
2016-04-23 16:00:00,10.6,4.4,1:51 AM
2016-04-23 17:00:00,11.1,5.0,2:51 AM
2016-04-23 18:00:00,11.7,5.0,3:51 AM
2016-04-23 19:00:00,11.1,5.0,4:51 AM
2016-04-23 20:00:00,11.7,3.3,5:51 AM
2016-04-23 21:00:00,12.2,3.9,6:51 AM
2016-04-23 22:00:00,12.8,3.3,7:51 AM
2016-04-23 23:00:00,13.9,-0.6,8:51 AM
2016-04-24 00:00:00,15.0,-1.7,9:51 AM
2016-04-24 01:00:00,16.1,-0.6,10:51 AM
2016-04-24 02:00:00,18.3,0.0,11:51 AM
2016-04-24 03:00:00,18.3,3.3,12:51 PM
2016-04-24 04:00:00,17.8,2.2,1:51 PM
2016-04-24 05:00:00,18.9,5.0,2:51 PM
2016-04-24 06:00:00,18.9,5.0,3:51 PM
2016-04-24 07:00:00,19.4,5.6,4:51 PM
2016-04-24 08:00:00,18.9,6.7,5:51 PM
2016-04-24 09:00:00,17.2,6.7,6:51 PM
2016-04-24 10:00:00,16.1,7.2,7:51 PM
2016-04-24 11:00:00,15.0,7.2,8:51 PM
2016-04-24 12:00:00,15.0,6.7,9:51 PM
2016-04-24 13:00:00,14.4,7.2,10:51 PM
2016-04-24 14:00:00,13.9,7.8,11:51 PM
2016-04-24 15:00:00,13.3,7.8,12:51 AM
2016-04-24 16:00:00,12.8,7.8,1:51 AM
2016-04-24 17:00:00,12.8,7.8,2:51 AM
2016-04-24 18:00:00,12.8,7.2,3:39 AM
2016-04-24 19:00:00,11.1,8.9,4:08 AM
2016-04-24 20:00:00,11.1,8.9,5:51 AM
2016-04-24 21:00:00,11.1,9.4,6:13 AM
2016-04-24 22:00:00,11.7,9.4,7:51 AM
2016-04-24 23:00:00,11.7,9.4,8:51 AM
2016-04-25 00:00:00,13.3,10.0,9:51 AM
2016-04-25 01:00:00,13.3,10.0,10:14 AM
2016-04-25 02:00:00,13.3,9.4,11:51 AM
2016-04-25 03:00:00,12.8,8.9,12:10 PM
2016-04-25 04:00:00,14.4,8.9,1:01 PM
2016-04-25 05:00:00,15.6,8.3,2:51 PM
2016-04-25 06:00:00,13.3,9.4,3:51 PM
2016-04-25 07:00:00,12.2,9.4,4:17 PM
2016-04-25 08:00:00,10.6,8.9,5:12 PM
2016-04-25 09:00:00,10.6,8.3,6:51 PM
2016-04-25 10:00:00,10.0,7.2,7:30 PM
2016-04-25 11:00:00,8.3,5.6,8:51 PM
2016-04-25 12:00:00,8.9,5.6,9:21 PM
2016-04-25 13:00:00,8.9,5.0,10:51 PM
2016-04-25 14:00:00,8.3,4.4,11:51 PM
2016-04-25 15:00:00,8.3,3.9,12:15 AM
2016-04-25 16:00:00,8.3,3.9,1:30 AM
2016-04-25 17:00:00,7.8,3.9,2:51 AM
2016-04-25 18:00:00,7.8,6.2,3:51 AM
2016-04-25 19:00:00,8.3,3.3,4:51 AM
2016-04-25 20:00:00,8.3,2.8,5:51 AM
2016-04-25 21:00:00,8.3,2.2,6:51 AM
2016-04-25 22:00:00,9.4,2.8,7:51 AM
2016-04-25 23:00:00,10.0,3.3,8:51 AM
2016-04-26 00:00:00,10.6,2.8,9:51 AM
2016-04-26 01:00:00,11.1,2.8,10:51 AM
2016-04-26 02:00:00,11.7,2.8,11:51 AM
2016-04-26 03:00:00,13.3,3.9,12:51 PM
2016-04-26 04:00:00,14.4,3.9,1:51 PM
2016-04-26 05:00:00,15.0,3.3,2:51 PM
2016-04-26 06:00:00,16.7,5.0,3:51 PM
2016-04-26 07:00:00,15.0,5.0,4:51 PM
2016-04-26 08:00:00,14.4,5.6,5:51 PM
2016-04-26 09:00:00,12.8,5.0,6:51 PM
2016-04-26 10:00:00,12.2,5.6,7:51 PM
2016-04-26 11:00:00,12.2,6.1,8:51 PM
2016-04-26 12:00:00,12.2,6.1,9:51 PM
2016-04-26 13:00:00,12.2,6.1,10:51 PM
2016-04-26 14:00:00,11.7,6.1,11:51 PM
2016-04-26 15:00:00,11.7,6.7,12:51 AM
2016-04-26 16:00:00,11.1,6.7,1:51 AM
2016-04-26 17:00:00,10.6,6.1,2:51 AM
2016-04-26 18:00:00,10.6,0.6,3:51 AM
2016-04-26 19:00:00,9.4,-3.3,4:51 AM
2016-04-26 20:00:00,8.9,-5.6,5:51 AM
2016-04-26 21:00:00,8.9,-6.7,6:51 AM
2016-04-26 22:00:00,9.4,-6.1,7:51 AM
2016-04-26 23:00:00,10.0,-5.0,8:51 AM
2016-04-27 00:00:00,11.7,-5.6,9:51 AM
2016-04-27 01:00:00,12.2,-3.9,10:51 AM
2016-04-27 02:00:00,13.3,-4.4,11:51 AM
2016-04-27 03:00:00,14.4,-5.6,12:51 PM
2016-04-27 04:00:00,13.3,-0.6,1:51 PM
2016-04-27 05:00:00,12.8,1.1,2:51 PM
2016-04-27 06:00:00,12.8,-0.6,3:51 PM
2016-04-27 07:00:00,12.8,-1.1,4:51 PM
2016-04-27 08:00:00,11.7,-1.1,5:51 PM
2016-04-27 09:00:00,10.6,-0.6,6:51 PM
2016-04-27 10:00:00,10.0,-1.1,7:51 PM
2016-04-27 11:00:00,10.0,-0.6,8:51 PM
2016-04-27 12:00:00,10.0,0.6,9:51 PM
2016-04-27 13:00:00,10.0,2.2,10:51 PM
2016-04-27 14:00:00,9.4,2.2,11:51 PM
2016-04-27 15:00:00,9.4,3.3,12:51 AM
2016-04-27 16:00:00,9.4,3.9,1:51 AM
2016-04-27 17:00:00,9.4,2.8,2:51 AM
2016-04-27 18:00:00,10.0,0.6,3:51 AM
2016-04-27 19:00:00,10.0,0.6,4:51 AM
2016-04-27 20:00:00,9.4,1.1,5:51 AM
2016-04-27 21:00:00,10.0,0.0,6:51 AM
